PRODUCTID	PRODUCTNDC	PRODUCTTYPENAME	NONPROPRIETARYNAME	DOSAGEFORMNAME	STARTMARKETINGDATE	ENDMARKETINGDATE	MARKETINGCATEGORYNAME	LABELERNAME	SUBSTANCENAME	ACTIVE_NUMERATOR_STRENGTH	ACTIVE_INGRED_UNIT	DEASCHEDULE	LISTING_RECORD_CERTIFIED_THROUGH
51552-1205_11469d32-deb2-61a4-e063-6394a90a7c4a	51552-1205	BULK INGREDIENT	Phytobase	CREAM	20040901	20270120	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BENZOIC ACID; SORBIC ACID	1; 1	g/g; g/g		
51552-1206_00653070-bf07-78d9-e063-6394a90a0bcf	51552-1206	BULK INGREDIENT	Topiramate	POWDER	20040901	20250331	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	TOPIRAMATE	1	g/g		
51552-1210_117210a4-9ee0-964d-e063-6294a90a429e	51552-1210	BULK INGREDIENT	Loratadine	POWDER	20111031	20270430	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	LORATADINE	1	g/g		
51552-1229_0c7c2b9e-b3bf-c447-e063-6294a90a4eeb	51552-1229	BULK INGREDIENT	Ciprofloxacin HCl	POWDER	20040901	20260428	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CIPROFLOXACIN HYDROCHLORIDE	1	g/g		
51552-1279_0c7ce612-2d31-d25b-e063-6394a90a2f67	51552-1279	BULK INGREDIENT	Progesterone	POWDER	20090401	20250225	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PROGESTERONE	1	g/g		
51552-1285_1146c5e7-785c-7024-e063-6394a90ae000	51552-1285	BULK INGREDIENT	Pentravan Plus	CREAM	20120102	20270125	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CETYL ALCOHOL; GLYCERYL MONOSTEARATE; ISOPROPYL MYRISTATE; POLYOXYL 40 STEARATE; STEARIC ACID; STEARYL ALCOHOL; UREA	1; 1; 1; 1; 1; 1; 1	g/g; g/g; g/g; g/g; g/g; g/g; g/g		
51552-1287_0c7dc24e-8fb4-db6a-e063-6294a90a0053	51552-1287	BULK INGREDIENT	Lollibase	POWDER	20120102	20251211	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ISOMALT	1	g/g		
51552-1288_0c7de7f0-0371-358c-e063-6394a90aeb33	51552-1288	BULK INGREDIENT	Tramadol Hydrochloride	POWDER	20090401	20260327	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	TRAMADOL HYDROCHLORIDE	1	g/g	CIV	
51552-1310_0c7e536b-959d-4444-e063-6294a90aa794	51552-1310	BULK INGREDIENT	Fluticasone Propionate	POWDER	20120102	20260430	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	FLUTICASONE PROPIONATE	1	g/g		
51552-1322_0c7f5769-e88a-acc1-e063-6294a90afc7e	51552-1322	BULK INGREDIENT	Hydrochloric Acid 10%	SOLUTION	20120102	20250704	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	HYDROCHLORIC ACID	.1	g/g		
51552-1336_0c7f3f80-b280-9526-e063-6394a90a7a1c	51552-1336	BULK INGREDIENT	Testosterone Enanthate	POWDER	20120326	20250731	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	TESTOSTERONE ENANTHATE	1	g/g	CIII	
51552-1339_0ac22946-6d9c-2f46-e063-6294a90a6688	51552-1339	BULK INGREDIENT	Espumil Foam Base	LIQUID	20120101	20241115	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BUTYLATED HYDROXYTOLUENE; PROPYLENE GLYCOL	1; 1	g/g; g/g		
51552-1342_1133de4b-db82-bae0-e063-6294a90a8789	51552-1342	BULK INGREDIENT	Trochibase S Classic	POWDER	20120102	20251220	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ACACIA; STEVIA LEAF	1; 1	g/g; g/g		
51552-1343_1146f143-8322-7b83-e063-6394a90ad479	51552-1343	BULK INGREDIENT	Versatile Cream Base	CREAM	20120102	20270215	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BENZOIC ACID; CETOSTEARYL ALCOHOL; POLAWAX POLYSORBATE; SORBIC ACID	1; 1; 1; 1	g/g; g/g; g/g; g/g		
51552-1345_0f4b88b6-499d-703e-e063-6394a90a5b15	51552-1345	BULK INGREDIENT	LETS Kit	KIT	20120102		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc					20251231
51552-1348_0c7f72af-102a-d834-e063-6294a90a66c4	51552-1348	BULK INGREDIENT	Levodopa	POWDER	20040901	20241130	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	LEVODOPA	1	g/g		
51552-1352_0ac3e254-7b92-631e-e063-6294a90a4bf3	51552-1352	BULK INGREDIENT	Sildenafil Citrate	POWDER	20040901	20270529	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	SILDENAFIL CITRATE	1	g/g		
51552-1353_0c8f14c4-0ff0-0ea5-e063-6294a90a89f0	51552-1353	BULK INGREDIENT	Orphenadrine Citrate	POWDER	20120102	20270630	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ORPHENADRINE CITRATE	1	g/g		
51552-1354_0c8f22fa-65e1-2c97-e063-6294a90ae68c	51552-1354	BULK INGREDIENT	Phentermine HCl	POWDER	20120102	20271116	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PHENTERMINE HYDROCHLORIDE	1	g/g	CIV	
51552-1365_0c8fa4cb-8b63-81b6-e063-6294a90acd81	51552-1365	BULK INGREDIENT	Budesonide	POWDER	20120102	20240924	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BUDESONIDE	1	mg/mg		
51552-1368_0ac45dcb-76bd-ff5c-e063-6294a90ad6da	51552-1368	BULK INGREDIENT	SerAqua Serum	LIQUID	20151201	20260831	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ALPHA-TOCOPHEROL ACETATE; BENZOIC ACID; DIMETHICONE; GLYCERIN; PHENOXYETHANOL; POLYSORBATE 20; SUNFLOWER SEED; XANTHAN GUM	1; 1; 1; 1; 1; 1; 1; 1	g/mL; g/mL; g/mL; g/mL; g/mL; g/mL; g/mL; g/mL		
51552-1371_1172403d-6a6c-b5bb-e063-6294a90a76a7	51552-1371	BULK INGREDIENT	Ketorolac Tromethamine	POWDER	20111031	20270731	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	KETOROLAC TROMETHAMINE	1	g/g		
51552-1383_0b26c85a-937d-72a6-e063-6294a90a2386	51552-1383	BULK INGREDIENT	Fitalite	CREAM	20120102	20250712	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BENZOIC ACID	1	g/g		
51552-1384_1148140e-6133-af5e-e063-6294a90a273a	51552-1384	BULK INGREDIENT	Nourivan Antiox	CREAM	20120102	20250731	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BENZOIC ACID	1	g/g		
51552-1388_0c91ad0e-0a95-7e81-e063-6394a90a531a	51552-1388	BULK INGREDIENT	Clovagel	GEL	20140515	20260416	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	COCONUT OIL; POLOXAMER 407; POLYGLYCERYL-3 DIISOSTEARATE	1; 1; 1	g/g; g/g; g/g		
51552-1391_0b26d319-6ddc-a637-e063-6294a90aacc1	51552-1391	BULK INGREDIENT	Atropine Sulfate	POWDER	20160128	20250606	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ATROPINE SULFATE	1	g/g		
51552-1394_11482f72-33cd-baa3-e063-6294a90ae761	51552-1394	BULK INGREDIENT	Nourisil	GEL	20120102	20270131	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DIMETHICONE	1	g/g		
51552-1395_114840d6-955e-cba2-e063-6294a90aaf59	51552-1395	BULK INGREDIENT	Occluvan	OINTMENT	20151201	20250331	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ALPHA-TOCOPHEROL ACETATE; MEDIUM-CHAIN TRIGLYCERIDES	1; 1	g/g; g/g		
51552-1398_0b27ffe1-3e7d-4892-e063-6294a90a6909	51552-1398	BULK INGREDIENT	Tramadol HCl	POWDER	20120401	20260327	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	TRAMADOL HYDROCHLORIDE	1	g/g	CIV	
51552-1404_0c92579b-5d47-ac10-e063-6394a90aa854	51552-1404	BULK INGREDIENT	Pyridoxal-5-Phosphate Mono	POWDER	20111031	20250615	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PYRIDOXAL PHOSPHATE ANHYDROUS	1	g/g		
51552-1414_0ccc2dcc-3a48-df9d-e063-6294a90ae6db	51552-1414	BULK INGREDIENT	Methocel K100 Premium	POWDER	20120401	20270415	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	HYPROMELLOSE, UNSPECIFIED	1	g/g		
51552-1419_0cccee5e-4185-362f-e063-6394a90a20ca	51552-1419	BULK INGREDIENT	Chloramphenicol	POWDER	20211015	20270228	BULK INGREDIENT	Fagron Inc	CHLORAMPHENICOL	1	kg/kg		
51552-1425_114b864f-c7fa-183f-e063-6394a90acacb	51552-1425	BULK INGREDIENT	Lipopen Ultra	CREAM	20160915	20250410	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DIMETHICONE	1	g/g		
51552-1427_114bea6e-16bb-34c6-e063-6394a90a509d	51552-1427	BULK INGREDIENT	DispersaPro	POWDER	20160915	20240912	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	XYLITOL	1	g/g		
51552-1433_11724e49-e699-36c9-e063-6394a90a2043	51552-1433	BULK INGREDIENT	SET Gel	LIQUID	20160915	20240918	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	POLYSORBATE 80	1	g/g		
51552-1438_0ccde9b7-59a4-887f-e063-6394a90a2692	51552-1438	BULK INGREDIENT	Amlodipine Besylate	POWDER	20120401	20270227	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	AMLODIPINE BESYLATE	1	g/g		
51552-1448_0ccdf7d5-a992-2725-e063-6294a90a90bf	51552-1448	BULK INGREDIENT	Levetiracetam	POWDER	20120102	20250930	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	LEVETIRACETAM	1	g/g		
51552-1454_0cce2341-d76b-9507-e063-6394a90af855	51552-1454	BULK INGREDIENT	Gabapentin (Fine Powder)	POWDER	20161115	20260131	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	GABAPENTIN	1	g/g		
51552-1458_0ccf5cd0-9b08-e2c5-e063-6294a90a734f	51552-1458	BULK INGREDIENT	Calcipotriene Monohydrate	POWDER	20160915	20250127	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CALCIPOTRIENE HYDRATE	1	g/g		
51552-1461_0ccf70a9-7916-d5f1-e063-6394a90a9a89	51552-1461	BULK INGREDIENT	Celecoxib	POWDER	20160915	20260630	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CELECOXIB	1	g/g		
51552-1470_0ccfb06e-7e24-1348-e063-6394a90a7746	51552-1470	BULK INGREDIENT	Finasteride	POWDER	20160915	20270213	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	FINASTERIDE	1	g/g		
51552-1473_117034b3-927d-585f-e063-6294a90ac271	51552-1473	BULK INGREDIENT	AdaptaDerm Gel	GEL	20160915	20250314	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DIAZOLIDINYL UREA	1	g/g		
51552-1491_1171a145-a438-470e-e063-6294a90a46ef	51552-1491	BULK INGREDIENT	SimpleCap Powder	POWDER	20160915	20250831	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	SODIUM STEARYL FUMARATE	1	g/g		
51552-1497_0cf86a61-1d87-f806-e063-6394a90a276b	51552-1497	BULK INGREDIENT	Hyaluronic Acid Sod Salt	POWDER	20160915	20241216	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	HYALURONIC ACID	1	g/g		
51552-1501_0d0b3b18-835e-fbb7-e063-6294a90a4b65	51552-1501	BULK INGREDIENT	Ketoprofen Ultra	POWDER	20160915	20270331	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	KETOPROFEN	1	g/g		
51552-1503_0d0be567-61c8-2d76-e063-6394a90a1216	51552-1503	BULK INGREDIENT	Levofloxacin Hemihydrate	POWDER	20160915	20250331	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	LEVOFLOXACIN	1	g/g		
51552-1504_11731a65-4b7e-786e-e063-6394a90a7a0d	51552-1504	BULK INGREDIENT	Lipopen Absorption Enhancing Base	CREAM	20161015	20270224	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BUTYLENE GLYCOL	1	g/g		
51552-1505_11738a40-8d83-cc87-e063-6394a90a7e80	51552-1505	BULK INGREDIENT	Lipopen Anhydrous	CREAM	20120101	20250711	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	TITANIUM DIOXIDE	1	g/g		
51552-1508_0d8567f4-6023-0ef7-e063-6294a90a8615	51552-1508	BULK INGREDIENT	Metformin HCl	POWDER	20160915	20270331	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	METFORMIN HYDROCHLORIDE	1	g/g		
51552-1510_0d856c35-3d42-1b6c-e063-6294a90a13d7	51552-1510	BULK INGREDIENT	Mometasone Furoate	POWDER	20160915	20261231	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	MOMETASONE FUROATE	1	g/g		
51552-1515_0b2a3f47-1279-a7a3-e063-6294a90ae583	51552-1515	BULK INGREDIENT	Propanediol	LIQUID	20160915	20241030	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PROPANEDIOL	1	g/g		
51552-1524_0d8551c6-2f06-11a8-e063-6294a90aed01	51552-1524	BULK INGREDIENT	Voriconazole	POWDER	20160915	20260331	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	VORICONAZOLE	1	g/g		
51552-1526_11887649-fe3e-8ab0-e063-6394a90a8109	51552-1526	BULK INGREDIENT	Ethoxy Diglycol	LIQUID	20160915	20251130	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DIETHYLENE GLYCOL MONOETHYL ETHER	1	g/g		
51552-1527_0d85bb7b-0cd5-dd5b-e063-6294a90a27dd	51552-1527	BULK INGREDIENT	Methocel E4M Premium CR	POWDER	20160915	20270707	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	HYPROMELLOSE, UNSPECIFIED	1	g/g		
51552-1528_0c92eeea-2033-e81a-e063-6394a90a48eb	51552-1528	BULK INGREDIENT	Cellulose Microcrystalline	POWDER	20181211	20271231	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CELLULOSE, MICROCRYSTALLINE	1	g/g		
51552-1530_0b4ef3f9-cc6a-bf3c-e063-6294a90ae416	51552-1530	BULK INGREDIENT	Hypromellose 2208	POWDER	20161228	20251108	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	HYPROMELLOSE, UNSPECIFIED	1	g/g		
51552-1535_0d85bb7b-0cd6-dd5b-e063-6294a90a27dd	51552-1535	BULK INGREDIENT	Prilocaine Hydrochloride	POWDER	20170330	20250930	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PRILOCAINE HYDROCHLORIDE	1	g/g		
51552-1538_0b6228cf-d027-e37a-e063-6394a90a360d	51552-1538	BULK INGREDIENT	Imiquimod	POWDER	20180103	20270531	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	IMIQUIMOD	1	g/g		
51552-1547_11e8376a-1433-ec84-e063-6294a90a533f	51552-1547	BULK INGREDIENT	Glutathione (L-)	POWDER	20180705	20250918	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	GLUTATHIONE	1	g/g		
51552-1549_0b64756d-91a0-1bdd-e063-6294a90add6f	51552-1549	BULK INGREDIENT	Metoclopramide Hydrochloride	POWDER	20180112	20270131	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc.	METOCLOPRAMIDE HYDROCHLORIDE	1	g/g		
51552-1550_0b648b61-60f8-2f9f-e063-6294a90a2bbb	51552-1550	BULK INGREDIENT	Tadalafil	POWDER	20171206	20260430	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	TADALAFIL	1	g/g		
51552-1551_11888faa-be0a-91dc-e063-6394a90adbf0	51552-1551	BULK INGREDIENT	Dutasteride	POWDER	20180209	20260228	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DUTASTERIDE	1	g/g		
51552-1562_0d85b69d-8621-8238-e063-6294a90a3750	51552-1562	BULK INGREDIENT	Phenylbutazone	POWDER	20180320	20250616	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PHENYLBUTAZONE	1	g/g		
51552-1564_0b659149-3f1f-fb59-e063-6294a90aae4c	51552-1564	BULK INGREDIENT	Nandrolone Decanoate	POWDER	20180806	20250731	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	NANDROLONE DECANOATE	1	g/g	CIII	
51552-1572_0b75c025-65cb-2bef-e063-6294a90a4869	51552-1572	BULK INGREDIENT	Zonisamide	POWDER	20190415	20250331	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ZONISAMIDE	1	g/g		
51552-1573_0b767931-6dd3-e3a6-e063-6294a90acca0	51552-1573	BULK INGREDIENT	Voriconazole	POWDER	20190415	20260331	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	VORICONAZOLE	1	g/g		
51552-1574_0b7628db-ded2-c0bd-e063-6394a90ab1e2	51552-1574	BULK INGREDIENT	Zinc Pyrithione	POWDER	20190515	20250228	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PYRITHIONE ZINC	1	g/g		
51552-1575_106b2714-389e-ecee-e063-6294a90a3da4	51552-1575	BULK INGREDIENT	Unispend Anhydrous Triplefish	SUSPENSION	20190927	20250212	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	GLYCERYL DISTEARATE; MEDIUM-CHAIN TRIGLYCERIDES; POLYGLYCERYL-3 OLEATE	1; 1; 1	g/mL; g/mL; g/mL		
51552-1579_0b7706f0-eb8f-5bce-e063-6294a90a4048	51552-1579	BULK INGREDIENT	Oxandrolone	POWDER	20210106	20250630	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	OXANDROLONE	1	g/g	CIII	
51552-1580_11c121d8-0ef4-9988-e063-6394a90a6013	51552-1580	BULK INGREDIENT	Clomiphene Citrate	POWDER	20201022	20270228	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CLOMIPHENE CITRATE	1	g/g		
51552-1582_11893853-b9ba-dc96-e063-6394a90a225c	51552-1582	BULK INGREDIENT	Diazoxide	POWDER	20201221	20260930	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DIAZOXIDE	1	g/g		
51552-1583_0b771830-5d14-f8f5-e063-6394a90a4873	51552-1583	BULK INGREDIENT	Famotidine	POWDER	20201001	20250630	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	FAMOTIDINE	1	g/g		
51552-1588_0b776726-c9f4-a072-e063-6294a90ac0e0	51552-1588	BULK INGREDIENT	Naltrexone Hydrochloride Dihydrate	POWDER	20210525	20260323	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	NALTREXONE HYDROCHLORIDE DIHYDRATE	1	g/g		
51552-1591_0b772f3e-9eff-6487-e063-6294a90ab559	51552-1591	BULK INGREDIENT	Triamcinolone Diacetate Micronized	POWDER	20210624	20251130	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	TRIAMCINOLONE DIACETATE	1	g/g		
51552-1592_0b776427-4649-2203-e063-6394a90aaed0	51552-1592	BULK INGREDIENT	Oxymetholone	POWDER	20210402	20241007	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	OXYMETHOLONE	1	g/g	CIII	
51552-1598_0b7a211a-234e-f41b-e063-6294a90ad0fc	51552-1598	BULK INGREDIENT	Testosterone Undecanoate	POWDER	20210326	20250921	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	TESTOSTERONE UNDECANOATE	1	g/g	CIII	
51552-1599_0b7a3694-3416-07c9-e063-6394a90a43bb	51552-1599	BULK INGREDIENT	Ketotifen Fumarate	POWDER	20210408	20241115	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	KETOTIFEN FUMARATE	1	g/g		
51552-1609_0bdc55fc-c30e-a5ee-e063-6394a90a038b	51552-1609	BULK INGREDIENT	Methylcobalamin	POWDER	20210617	20260228	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	METHYLCOBALAMIN	1	g/g		
51552-1611_114b19d7-d207-246e-e063-6294a90a375d	51552-1611	BULK INGREDIENT	Succinylcholine Chloride Dihydrate	POWDER	20210625	20250228	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	SUCCINYLCHOLINE CHLORIDE DIHYDRATE	1	g/g		
51552-1612_0bdcc739-d730-5f56-e063-6294a90a24e9	51552-1612	BULK INGREDIENT	Clopidogrel Bisulfate	POWDER	20211117	20260831	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CLOPIDOGREL	1	kg/kg		
51552-1615_0bdd4d02-d085-dc6a-e063-6294a90aaa17	51552-1615	BULK INGREDIENT	Iron Sucrose	POWDER	20211025	20270430	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	IRON SUCROSE	1	kg/kg		
51552-1618_0bde0cd1-45dc-2b4c-e063-6394a90a51f2	51552-1618	BULK INGREDIENT	Bimatoprost	POWDER	20220601	20240831	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BIMATOPROST	1	g/g		
51552-1619_0bde721a-03e6-52b5-e063-6394a90aefff	51552-1619	BULK INGREDIENT	Exemestane	POWDER	20211007	20260331	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	EXEMESTANE	1	g/g		
51552-1624_0bde79c5-e52b-ea0b-e063-6294a90a0ab9	51552-1624	BULK INGREDIENT	Bupropion Hydrochloride	POWDER	20211022	20250630	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BUPROPION	1	kg/kg		
51552-1628_0bdee309-31f2-7fe4-e063-6394a90ae280	51552-1628	BULK INGREDIENT	Trimeprazine Tartrate	POWDER	20220531	20241031	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	TRIMEPRAZINE TARTRATE	1	kg/kg		
51552-1632_0bee4f9b-2136-0ace-e063-6294a90a4a9f	51552-1632	BULK INGREDIENT	Secnidazole	POWDER	20220601	20241204	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	SECNIDAZOLE	1	kg/kg		
51552-1633_0bee5586-dfdb-a6e8-e063-6394a90a07f7	51552-1633	BULK INGREDIENT	Oxanten Pamoate	POWDER	20220601	20251128	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	OXANTEL PAMOATE	1	kg/kg		
51552-1636_0bef6815-624c-033a-e063-6294a90a398a	51552-1636	BULK INGREDIENT	Dilucap PSD	POWDER	20221027	20241231	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CROSCARMELLOSE SODIUM; MICROCRYSTALLINE CELLULOSE 101; SILICON DIOXIDE; SODIUM LAURYL SULFATE; STEARIC ACID	1; 1; 1; 1; 1	kg/kg; kg/kg; kg/kg; kg/kg; kg/kg		
51552-1637_0bef7186-f7de-0334-e063-6294a90a8afc	51552-1637	BULK INGREDIENT	Dilucap SLD	POWDER	20221024	20241231	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	MICROCRYSTALLINE CELLULOSE 101; SILICON DIOXIDE; STARCH, CORN; TALC	1; 1; 1; 1	kg/kg; kg/kg; kg/kg; kg/kg		
51552-6031_0c817740-a8fc-8169-e063-6294a90a85fa	51552-6031	BULK INGREDIENT	Propylene Glycol	LIQUID	20160915	20250228	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PROPYLENE GLYCOL	1	g/g		
51557-001_0ce1338a-374a-7975-e063-6294a90a8a40	51557-001	BULK INGREDIENT	Efinaconazole	POWDER, FOR SOLUTION	20140606		BULK INGREDIENT	HAMARI PFST, Ltd.	EFINACONAZOLE	1	kg/kg		20241231
51557-100_c8d9eced-290e-fd70-e053-2a95a90a48a0	51557-100	BULK INGREDIENT	Tivozanib Hydrochloride	POWDER	20210310		BULK INGREDIENT	HAMARI PFST, Ltd.	TIVOZANIB HYDROCHLORIDE	1	kg/kg		20241231
51593-5005_c5dc0f1f-c54c-5a30-e053-2a95a90ab72d	51593-5005	BULK INGREDIENT	L-Alanyl-L-Glutamine	POWDER	19920103		BULK INGREDIENT	Evonik Rexim S.A.S.	ALANYL GLUTAMINE	1	kg/kg		20241231
51593-5010_b69816c0-0190-39c9-e053-2a95a90aba6a	51593-5010	BULK INGREDIENT	Lisinopril Dihydrate	POWDER	20060126		BULK INGREDIENT	Evonik Rexim S.A.S	LISINOPRIL	1	kg/kg		20241231
51593-5011_eea1e1b7-ea20-0e6c-e053-2995a90abbf5	51593-5011	BULK INGREDIENT	L-LYSINE HYDRATE	POWDER	19800711		BULK INGREDIENT	Evonik Rexim S.A.S	LYSINE MONOHYDRATE	1	kg/kg		20241231
51593-5012_b6986ec4-2df2-7d83-e053-2995a90acbc4	51593-5012	BULK INGREDIENT	L-PROLINE	POWDER	19920903		BULK INGREDIENT	Evonik Rexim S.A.S	PROLINE	1	kg/kg		20241231
