property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price
"3 BHK Apartment for Sale in Anand Avenue, Jahangirabad Surat",Super Area,1610 sqft,New Property,Ready to Move,7 out of 13,Unfurnished,East,"Luxurious Flat For Sell In Surat Citys Prime Locality With All Aminities .All thing Nearest like Market , Transportation , School etc.Contact For More Details .Read more","₹3,602 per sqft ",₹58 Lac 
"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Super Area,1252 sqft,New Property,Ready to Move,11 out of 15,Unfurnished,East,2 BHK Flat For Sell In Surat City Prime Area With All Aminities .Read more,"₹4,153 per sqft ",₹52 Lac 
"3 BHK Apartment for Sale in Orchid Fantasia, Palanpur Surat",Super Area,1650 sqft,Orchid Fantasia,New Property,Unfurnished,3,2,"Multistorey Apartment for Sale in Palanpur, Surat. Covered area is 1650.0  Sq-ft. This property belongs to ""Orchid Fantasia"" .Read more","₹3,636 per sqft ",₹60 Lac 
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,1665 sqft,Unfurnished,Poss. by Dec '25,New Property,Anand Aspire,3,"Multistorey Apartment for Sale in Jahangirabad, Surat. Covered area is 1665.0  Sq-ft. This property belongs to ""Anand Aspire"" .Read more","₹3,411 per sqft ",₹56.8 Lac 
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1651 sqft,Resale,Poss. by Dec '24,9 out of 14,Unfurnished,East,,"₹4,000 per sqft ",₹66 Lac 
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1206 sqft,New Property,Poss. by Dec '25,7 out of 14,Unfurnished,East,"This 2 BHK flat boasts a prime location, touching the 200foot canal road, offering easy accessibility. All amenities are conveniently located at podium level, enhancing the overall living experience. Additionally, the three levels of parking, equipped with electric points, provide ample parking space and added convenience for residents. Enjoy the perfect combination of convenience and comfort in this welldesigned residence.Read more","₹4,291 per sqft ",₹51.7 Lac 
2 BHK Apartment for Sale in Dumas Road Surat,Super Area,1260 sqft,New Property,Poss. by Mar '25,6 out of 12,Unfurnished,South -West,2 bhk luxurious flat for sell in dummas road with all luxurious aminities.Read more,"₹4,500 per sqft ",₹56.7 Lac 
  Plot/Land for Sale in Pal Surat,Plot Area,900 sqft,Congo,Freehold,Resale,2,15 m,,"₹11,111 per sqft ",₹1 Cr 
3 BHK Villa for Sale in Dindoli Surat,Carpet Area,1520 sqft,Unfurnished,Poss. by Mar '25,New Property,East,Main Road,elevation,,₹59 Lac 
"3 BHK Apartment for Sale in Suryam Primrose, Pal Surat",Super Area,2075 sqft,New Property,Poss. by Apr '25,6 out of 13,Unfurnished,East,3 And 4 BHK Luxurious Flat For Sell In Pal Prime Location.Contact for More Details .Read more,"₹4,600 per sqft ",₹95.5 Lac 
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1315 sqft,New Property,Poss. by Mar '25,4 out of 13,Unfurnished,East,"We believes in Originality which they have proved through their unmatched projects again and again. By being original we mean, translating and rationalizing the creative thoughts to functionality. Every project of our Group bears a different thought process and more focus.the idea of creating a robust infrastructure that contains radical design and sensible amenities.Our brand new project is a residential project for the famed and the influential. It is a verdant haven for Families to bask in natures lap while experiencing Sumptuousness of large measureRead more","₹4,000 per sqft ",₹52.6 Lac 
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,946 sqft,New Property,Poss. by Dec '26,6 out of 14,Unfurnished,East,next to Canezaa theater near new d mart location a very anchor location and full of amenities with very simple payment conditionsRead more,"₹3,430 per sqft ",₹59 Lac 
3 BHK Apartment for Sale in Pal Surat,Super Area,1872 sqft,Unfurnished,5 out of 14,New Property,East,"Garden/Park, Main Road","NO BROKERAGE ON THIS PROPERTY. This building is situated in Pal. The building has the modern facilities available like garden, children play area, out door gym, indoor gym, indoor games, 2 car parking space, gazebo etc, All the flats located in this building are having excellent view from the flatsRead more","₹4,541 per sqft ",₹85 Lac 
"3 BHK Apartment for Sale in Northern Skyline, Pal Surat",Super Area,1891 sqft,New Property,Poss. by May '25,5 out of 13,Unfurnished,East,"A beautiful 3 bhk apartment in pal, surat. The property is a part of Northan skyline. It is a new property in a promising locality. This well It is located on the 1st floor. The property ownership is freehold type and has a super builtUp area of 1891. Ft. The price of the property is estimated at rs. And per unit area cost is at rs. 4751per sq. Ft. The apartment is new construction.Read more","₹4,751 per sqft ",₹89.8 Lac 
"3 BHK Apartment for Sale in Veer Swastik Heights, Pal Surat",Carpet Area,1100 sqft,Resale,Ready to Move,9 out of 12,Semi-Furnished,South -West,New fress property in pal surat,"₹4,514 per sqft ",₹76.5 Lac 
4 BHK Villa for Sale in Dindoli Surat,Carpet Area,2430 sqft,Unfurnished,Ready to Move,New Property,North - East,"Garden/Park, Main Road",near seven height dindoli independent house,,₹85 Lac 
3 BHK Apartment for Sale in Bhimrad Surat,Super Area,1715 sqft,New Property,Ready to Move,2 out of 13,Unfurnished,East,"Sample Flat Ready, budgeted 3bhk flat, four side open campus, 10.4inch floor height, very easy payment schedulepay only 16lacs rest amount loanprice Including All Chargesno any hidden chargesRead more","₹4,781 per sqft ",₹82 Lac 
3 BHK Apartment for Sale in Adajan Surat,Carpet Area,1000 sqft,Unfurnished,Poss. by Jan '26,New Property,East,Main Road,2  3 BHK Luxurious Living.25 Modern Amenities.,"₹3,295 per sqft ",₹57 Lac 
2 BHK Apartment for Sale in Althan Surat,Super Area,1616 sqft,New Property,Ready to Move,5 out of 13,Unfurnished,South -West,2 bhk flat for sale in althan. ::::100 percent white payment.::::1 km from surat diamond bourse::::4 KM FROM SURAT AIRPORTRead more,"₹4,000 per sqft ",₹64.6 Lac 
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",Super Area,1365 sqft,New Property,Ready to Move,5 out of 10,Unfurnished,South -West,This project is located at very good location near to Surat Dumas road.Read more,"₹5,100 per sqft ",₹69.6 Lac 
"  Showroom for Sale in Raajmahal AC Mall, Punagam Surat",Carpet Area,436 sqft,Resale,Ready to Move,1 out of 4,,,"The showroom is 854 sq.ft S.A. and lcated on 1st floor of RajMahal AC mall. The mall is very well know in the area with multiplex with guaranteed footfall. The above mention Shop is ideal for Fashion brands, Shoes, accessories or garments. One AC is installed and Price is negotiable.Read more","₹7,611 per sqft ",₹65 Lac 
3 BHK Apartment for Sale in Godadara Surat,Super Area,1940 sqft,Resale,Ready to Move,6 out of 14,Unfurnished,West,godadara near midas square comlex main road bulding near roognta green homeRead more,"₹3,608 per sqft ",₹70 Lac 
3 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,1750 sqft,Resale,Ready to Move,5 out of 12,Unfurnished,East,,"₹3,486 per sqft ",₹61 Lac 
3 BHK Apartment for Sale in Adajan Surat,Super Area,2346 sqft,Resale,Ready to Move,12 out of 13,Furnished,East,,"₹4,049 per sqft ",₹95 Lac 
"3 BHK Apartment for Sale in Northern Skyline, Pal Surat",Super Area,1737 sqft,New Property,Poss. by Mar '25,6 out of 13,Unfurnished,East,,"₹4,700 per sqft ",₹81.6 Lac 
"2 BHK Apartment for Sale in Nandini 2, Vesu Surat",Super Area,1283 sqft,Resale,Ready to Move,2 out of 12,Furnished,East,Nandini 2,"₹4,910 per sqft ",₹63 Lac 
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1311 sqft,New Property,Poss. by Dec '24,7 out of 13,Unfurnished,South -West,2 BHK Luxurious Flat for Sell in Palanpur Gaurav path road,"₹4,250 per sqft ",₹55.7 Lac 
  Plot/Land for Sale in Dandi Road Surat,Plot Area,1080 sqft,6,Freehold,Resale,2,20 m,,"₹6,389 per sqft ",₹69 Lac 
"2 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Super Area,1315 sqft,New Property,Poss. by Feb '26,5 out of 13,Unfurnished,East,3BHK luxurious flats,"₹3,848 per sqft ",₹50.6 Lac 
"3 BHK Apartment for Sale in Shreepad Seasons, Palanpur Gam Surat",Super Area,1782 sqft,Resale,Ready to Move,9 out of 11,Furnished,East,,"₹5,107 per sqft ",₹91 Lac 
3 BHK Apartment for Sale in shilp Surat,Super Area,1650 sqft,Resale,Ready to Move,11 out of 11,Semi-Furnished,East,"Multistorey apartment is available for sale. It covered area of 1650 sq-ft, it is a good location property. Please contact for more details.Read more","₹4,848 per sqft ",₹80 Lac 
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1425 sqft,New Property,Ready to Move,7 out of 14,Unfurnished,South -West,3 BHK Luxurious Flat For Sell In Palanpur Gaurav Path Road With Ready to Move Prooperty .Read more,"₹3,649 per sqft ",₹52 Lac 
1 BHK  House for Sale in Palanpur Surat,Carpet Area,630 sqft,Resale,Ready to Move,Ground out of 1,Unfurnished,South,"Old Row House For Sale Nr Palanpur canal road, Only Plot Value.","₹8,730 per sqft ",₹55 Lac 
"3 BHK Apartment for Sale in Swastik Residency, Vesu Canal Road Surat",Carpet Area,1050 sqft,Resale,Ready to Move,6 out of 12,Unfurnished,North - East,Luxurious 3 Bhk Flat For Sell In vesu,"₹5,086 per sqft ",₹89 Lac 
"3 BHK Apartment for Sale in Triyom Abode, Vesu Surat",Super Area,2100 sqft,New Property,Poss. by Dec '27,5 out of 13,Unfurnished,East,"The beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 2,47 water supply for its residents.Read more","₹4,500 per sqft ",₹94.5 Lac 
"2 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1328 sqft,Resale,Ready to Move,12 out of 15,Unfurnished,East,,"₹4,029 per sqft ",₹53.5 Lac 
3 BHK Apartment for Sale in Althan Surat,Super Area,1761 sqft,New Property,Ready to Move,6 out of 12,Unfurnished,South - East,3 BHK Luxurious Flat For Sell In Althan Prime Area With All Aminities .For More Details Contact .Read more,"₹3,634 per sqft ",₹64 Lac 
"3 BHK Apartment for Sale in Laxmi Nova, Jahangirabad Surat",Super Area,1644 sqft,New Property,Poss. by Oct '24,6 out of 13,Unfurnished,East,"Luxurious Flat For Sell In Surat Citys Prime Locality With All Aminities .All thing Nearest like Market , Transportation , School etc.Read more","₹3,589 per sqft ",₹59 Lac 
"2 BHK Apartment for Sale in Oliva Height, Althan Surat",Super Area,1275 sqft,New Property,Ready to Move,4 out of 13,Unfurnished,South - East,Luxurious Flat For Sell With All Luxurious Aminities .More Details Please Contact.Read more,"₹4,000 per sqft ",₹51 Lac 
"2 BHK Apartment for Sale in Sun Sarvam, Vesu Surat",Super Area,1385 sqft,Unfurnished,Poss. by Aug '24,New Property,Sun Sarvam,2,"Multistorey Apartment for Sale in Vesu, Surat. Covered area is 1385.0  Sq-ft. This property belongs to ""Sun Sarvam"" .Read more","₹4,751 per sqft ",₹65.8 Lac 
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,1670 sqft,Unfurnished,Poss. by Dec '25,New Property,Anand Aspire,3,"Multistorey Apartment for Sale in Jahangirabad, Surat. Covered area is 1670.0  Sq-ft. This property belongs to ""Anand Aspire"" .Read more","₹3,411 per sqft ",₹57 Lac 
"3 BHK Apartment for Sale in Sattvam, Pal Surat",Carpet Area,1134 sqft,New Property,Poss. by Jun '25,7 out of 12,Unfurnished,East,,"₹4,658 per sqft ",₹96 Lac 
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1704 sqft,New Property,Poss. by Dec '25,6 out of 14,Unfurnished,East,"This 2 BHK flat boasts a prime location, touching the 200foot canal road, offering easy accessibility. All amenities are conveniently located at podium level, enhancing the overall living experience. Additionally, the three levels of parking, equipped with electric points, provide ample parking space and added convenience for residents. Enjoy the perfect combination of convenience and comfort in this welldesigned residence.Read more","₹4,291 per sqft ",₹73.1 Lac 
2 BHK Apartment for Sale in Dumas Road Surat,Super Area,1200 sqft,New Property,Poss. by Mar '25,6 out of 12,Unfurnished,South -West,2 bhk luxurious flat for sell in dummas road with all luxurious aminities.Read more,"₹4,500 per sqft ",₹54 Lac 
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1000 sqft,New Property,Poss. by Jul '25,8 out of 12,Unfurnished,East,,"₹4,819 per sqft ",₹1 Cr 
3 BHK Villa for Sale in Dindoli Surat,Carpet Area,1638 sqft,Unfurnished,Poss. by May '25,Resale,East,"Garden/Park, Main Road",elevation,"₹3,145 per sqft ",₹51.5 Lac 
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,1657 sqft,New Property,Ready to Move,6 out of 13,Unfurnished,East,2 And 3 BHK Luxurious Flat For Sell In Palanpur prime Area With All Aminities.Read more,"₹3,862 per sqft ",₹64 Lac 
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1051 sqft,New Property,Poss. by Dec '25,3 out of 13,Unfurnished,South -West,"we strive to create memorable and personalized housing options that differentiate themselves from the typical largescale development. Our dedication to craftsmanship and customisation is reflected in everything that goes into our homes. We want these unique touches to be at the core of the experience for all of our clients. Together with our customers, we strive to design beautiful, inspiring homes that serve their needs.Read more","₹3,751 per sqft ",₹71.7 Lac 
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,817 sqft,New Property,Poss. by Dec '25,6 out of 14,Unfurnished,East,"the flat presents an epitome of luxurious residential living with its offering of  2, 3 BHK luxurious flats. Situated in a prime location, it ensures excellent connectivity for its residents, enhancing the overall living experience.Read more","₹3,157 per sqft ",₹54.5 Lac 
4 BHK Apartment for Sale in Jahangirabad Surat,Super Area,2367 sqft,Resale,Ready to Move,7 out of 12,Unfurnished,"Garden/Park, Main Road","A 4bhk Spacious garden facing flat available for sale at a very affordable and attractive price. The building has the facilities available like garden, children play area, sitting area, well designed building reception, indoor games, 2 automatic auto door lifts, Just 2 flats on the floor etcRead more","₹3,169 per sqft ",₹75 Lac 
"3 BHK Apartment for Sale in Samarth Sapphire, Pal Surat",Super Area,1650 sqft,New Property,Poss. by Dec '25,5 out of 13,Unfurnished,East,"A beautiful 3bhk apartment in pal, surat. The property is a part of Samarth sapphire. It is a new property in a promising locality. This well It is located on the 5th floor. The property ownership is freehold type and has a super builtUp area of 1650. Ft. The price of the property is estimated at rs. And per unit area cost is at rs. 4200per sq. Ft. The apartment is new construction.Read more","₹4,200 per sqft ",₹69.3 Lac 
"2 BHK Apartment for Sale in Veer Swastik Heights, Pal Surat",Carpet Area,1000 sqft,Resale,Ready to Move,9 out of 12,Unfurnished,South -West,New fress property in pal,"₹4,511 per sqft ",₹57.5 Lac 
2 BHK Apartment for Sale in Vesu Surat,Super Area,1259 sqft,New Property,Ready to Move,7 out of 13,Unfurnished,North,2BHK FlatsBeside Sangini EvoqueCentre Of VIP And 2nd VIP RoadBest LocationOnly Vegetarian Family AllowedJain Temple In CampusRead more,"₹4,845 per sqft ",₹61 Lac 
3 BHK Apartment for Sale in Vesu Surat,Carpet Area,1150 sqft,Unfurnished,Poss. by Dec '24,New Property,East,Main Road,Prelude to a LUXURIOUS Lifestyle.,"₹4,751 per sqft ",₹91.5 Lac 
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1825 sqft,New Property,Poss. by Dec '25,5 out of 14,Unfurnished,South -West,2 Flats each Floorlowest rate in areaall luxurious amenitiesbest project with good quality construction.Read more,"₹4,000 per sqft ",₹73 Lac 
"  Shop for Sale in Aagam Vivianna, Vesu Surat",Super Area,400 sqft,Resale,Ready to Move,Ground out of 4,1 Covered,,Commercial property location on the main road. with Cinema And many cafe n Resturant in the campus.Read more,"₹14,000 per sqft ",₹56 Lac 
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",Super Area,1365 sqft,New Property,Ready to Move,5 out of 10,Unfurnished,South -West,Raghuvir spalex is well located in vesu a 23 bhk project with all amenities like gym big garden children playing area walking stripe and many more.Read more,"₹5,500 per sqft ",₹75.1 Lac 
